SYEAR,SSEASON,DIMENSIONS,REPORT_ID,MARK_CODE,REPORT_KIND,ACCOUNT_ID,ACCOUNT_CNAME,ACCOUNT_ENAME,ELEMENT_ID
2020,2,X,個別,一般,資產負債表,1114,　　　強制透過損益按公允價值衡量之金融資產評價調整－流動,"　　　Adjustments for change in value of current financial assets at fair value through profit or loss, mandatorily measured at fair value",tifrs-bsci-ci_AdjustmentsForChangeInValueOfCurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue
2020,2,X,個別,一般,資產負債表,1120,　　透過其他綜合損益按公允價值衡量之金融資產－流動,　　Current financial assets at fair value through other comprehensive income,ifrs-full_CurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome
2020,2,X,個別,一般,資產負債表,1121,　　　透過其他綜合損益按公允價值衡量之權益工具投資－流動,　　　Current investments in equity instruments designated at fair value through other comprehensive income,ifrs-full_CurrentInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome
2020,2,X,個別,一般,資產負債表,1122,　　　透過其他綜合損益按公允價值衡量之權益工具投資評價調整－流動,　　　Adjustments for change in value of current investments in equity instruments designated at fair value through other comprehensive income,tifrs-bsci-ci_AdjustmentsForChangeInValueOfCurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome
2020,2,X,個別,一般,資產負債表,1123,　　　透過其他綜合損益按公允價值衡量之債務工具投資－流動,　　　Current investments in debt instruments designated at fair value through other comprehensive income,tifrs-bsci-ci_CurrentInvestmentsInDebtInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome
2020,2,X,個別,一般,資產負債表,1124,　　　透過其他綜合損益按公允價值衡量之債務工具投資評價調整－流動,　　　Adjustments for change in value of current investments in debt instruments designated at fair value through other comprehensive income,tifrs-bsci-ci_AdjustmentsForChangeInValueOfCurrentInvestmentsInDebtInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncome
2020,2,X,個別,一般,資產負債表,1136,　　按攤銷後成本衡量之金融資產－流動,　　Current financial assets at amortised cost,ifrs-full_CurrentFinancialAssetsAtAmortisedCost
2020,2,X,個別,一般,資產負債表,1137,　　　按攤銷後成本衡量之金融資產－流動,　　　Current financial assets at amortised cost,tifrs-bsci-ci_CurrentFinancialAssetsAtAmortisedCost-CurrentFinancialAssetsAtAmortisedCost
2020,2,X,個別,一般,資產負債表,1138,　　　備抵損失－按攤銷後成本衡量之金融資產－流動,"　　　Loss allowance, current financial assets at amortised cost",tifrs-bsci-ci_AccumulatedImpairmentCurrentFinancialAssetsAtAmortisedCost
2020,2,X,個別,一般,資產負債表,1139,　　避險之金融資產－流動,　　Current financial assets for hedging,ifrs-full_HedgingInstrumentAssets
2020,2,X,個別,一般,資產負債表,1140,　　合約資產－流動,　　Current contract assets,ifrs-full_CurrentContractAssets
2020,2,X,個別,一般,資產負債表,1141,　　　合約資產－流動,　　　Current contract assets,tifrs-bsci-ci_CurrentContractAssets
2020,2,X,個別,一般,資產負債表,1142,　　　備抵損失－合約資產－流動,"　　　Loss allowance, current contract assets",tifrs-bsci-ci_LossAllowanceCurrentContractAssets
2020,2,X,個別,一般,資產負債表,1150,　　應收票據淨額,"　　Notes receivable, net",tifrs-bsci-ci_NotesReceivableNet
2020,2,X,個別,一般,資產負債表,1151,　　　應收票據,　　　Notes receivable,tifrs-bsci-ci_NotesReceivable
2020,2,X,個別,一般,資產負債表,1152,　　　其他應收票據,　　　Other notes receivable,tifrs-bsci-ci_OtherNotesReceivable
2020,2,X,個別,一般,資產負債表,1153,　　　應收票據貼現,　　　Discounted notes receivable,tifrs-bsci-ci_DiscountedNotesReceivable
2020,2,X,個別,一般,資產負債表,1159,　　　備抵損失－應收票據,"　　　Allowance for uncollectible accounts, notes receivable",tifrs-bsci-ci_AllowanceForUncollectibleAccountsNotesReceivable
2020,2,X,個別,一般,資產負債表,1160,　　應收票據－關係人淨額,"　　Notes receivable due from related parties, net",tifrs-bsci-ci_NotesReceivableDueFromRelatedPartiesNet
2020,2,X,個別,一般,資產負債表,1161,　　　應收票據－關係人,　　　Notes receivable due from related parties,tifrs-bsci-ci_NotesReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1162,　　　其他應收票據－關係人,　　　Other notes receivable due from related parties,tifrs-bsci-ci_OtherNotesReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1163,　　　應收票據貼現－關係人,　　　Discounted notes receivable due from related parties,tifrs-bsci-ci_DiscountedNotesReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1169,　　　備抵損失－應收關係人票據,"　　　Allowance for uncollectible accounts, notes receivable due from related parties",tifrs-bsci-ci_AllowanceForUncollectibleAccountsNotesReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1170,　　應收帳款淨額,"　　Accounts receivable, net",tifrs-bsci-ci_AccountsReceivableNet
2020,2,X,個別,一般,資產負債表,1171,　　　應收銷售及管理費（證券投資信託業適用）,　　　Commissions and management fees receivable (for securities investment and trust business),tifrs-bsci-ci_CommissionsAndManagementFeesReceivableForSecuritiesInvestmentAndTrustBusiness
2020,2,X,個別,一般,資產負債表,1172,　　　應收帳款,　　　Accounts receivable,tifrs-bsci-ci_AccountsReceivable
2020,2,X,個別,一般,資產負債表,1173,　　　應收分期帳款,　　　Installment accounts receivable,tifrs-bsci-ci_InstallmentAccountsReceivable
2020,2,X,個別,一般,資產負債表,1174,　　　未實現利息收入－應收分期帳款,"　　　Unrealized interest income, installment accounts receivable",tifrs-bsci-ci_UnrealizedInterestIncomeInstallmentAccountsReceivable
2020,2,X,個別,一般,資產負債表,1175,　　　應收租賃款,　　　Lease payments receivable,ifrs-full_CurrentFinanceLeaseReceivables
2020,2,X,個別,一般,資產負債表,1176,　　　融資租賃之未賺得融資收益,　　　Unearned finance income on finance lease,ifrs-full_UnearnedFinanceIncomeOnFinanceLease
2020,2,X,個別,一般,資產負債表,1177,　　　備抵銷售退回及折讓,　　　Allowance for sales returns and discounts,tifrs-bsci-ci_AllowanceForSalesReturnsAndDiscounts
2020,2,X,個別,一般,資產負債表,1178,　　　備抵損失－應收帳款及分期帳款,　　　Allowance for accounts receivable and installment accounts receivable,tifrs-bsci-ci_AllowanceForAccountsReceivableAndInstallmentAccountsReceivable
2020,2,X,個別,一般,資產負債表,1179,　　　備抵損失－應收帳款、分期帳款及租賃款,"　　　Allowance for uncollectible accounts, accounts, installment, and lease payments receivable",tifrs-bsci-ci_AllowanceForUncollectibleAccountsAccountsInstallmentAndLeasePaymentsReceivable
2020,2,X,個別,一般,資產負債表,1180,　　應收帳款－關係人淨額,"　　Accounts receivable due from related parties, net",tifrs-bsci-ci_AccountsReceivableDuefromRelatedPartiesNet
2020,2,X,個別,一般,資產負債表,1181,　　　應收帳款－關係人,　　　Accounts receivable due from related parties,tifrs-bsci-ci_AccountsReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1182,　　　應收分期帳款－關係人,　　　Installment accounts receivable due from related parties,tifrs-bsci-ci_InstallmentAccountsReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1183,　　　未實現利息收入－應收關係人分期帳款,"　　　Unrealized interest income, installment accounts receivable due from related parties",tifrs-bsci-ci_UnrealizedInterestIncomeInstallmentAccountsReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1184,　　　應收租賃款－關係人,　　　Lease payments receivable due from related parties,tifrs-bsci-ci_LeasePaymentsReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1185,　　　融資租賃之未賺得融資收益－關係人,　　　Unearned finance income on finance lease from related parties,tifrs-bsci-ci_UnearnedFinanceIncomeOnFinanceLeaseFromRelatedParties-AccountsReceivableDuefromRelatedPartiesNet
2020,2,X,個別,一般,資產負債表,1186,　　　備抵損失－應收帳款及分期帳款－關係人,　　　Allowance for accounts receivable and installment accounts receivable due from related parties,tifrs-bsci-ci_AllowanceForAccountsReceivableAndInstallmentAccountsReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1189,　　　備抵損失－應收關係人帳款、分期帳款及租賃款,"　　　Allowance for uncollectible accounts, accounts, installment, and lease payments receivable due from related parties",tifrs-bsci-ci_AllowanceForUncollectibleAccountsAccountsInstallmentAndLeasePaymentsReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1190,　　應收建造合約款,　　Construction contracts receivable,tifrs-bsci-ci_ConstructionContractsReceivable
2020,2,X,個別,一般,資產負債表,1195,　　應收建造合約款－關係人,　　Construction contracts receivable due from related parties,tifrs-bsci-ci_ConstructionContractsReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1196,　　應收營業租賃款淨額,"　　Operating lease receivable, net",tifrs-bsci-ci_OperatingLeaseReceivableNet
2020,2,X,個別,一般,資產負債表,119A,　　　應收營業租賃款,　　　Operating lease receivable,tifrs-bsci-ci_OperatingLeaseReceivable
2020,2,X,個別,一般,資產負債表,119B,　　　備抵損失－應收營業租賃款,　　　Allowance for operating lease receivable,tifrs-bsci-ci_AllowanceForOperatingLeaseReceivable
2020,2,X,個別,一般,資產負債表,1197,　　應收融資租賃款淨額,"　　Finance lease receivable, net",tifrs-bsci-ci_FinanceLeaseReceivableNet
2020,2,X,個別,一般,資產負債表,119C,　　　應收融資租賃款,　　　Finance lease receivable,tifrs-bsci-ci_FinanceLeaseReceivable
2020,2,X,個別,一般,資產負債表,119D,　　　融資租賃之未賺得融資收益,　　　Unearned finance income on finance lease,tifrs-bsci-ci_UnearnedFinanceIncomeOnFinanceLease
2020,2,X,個別,一般,資產負債表,119E,　　　備抵損失－應收融資租賃款,　　　Allowance for finance lease receivable,tifrs-bsci-ci_AllowanceForFinanceLeaseReceivable
2020,2,X,個別,一般,資產負債表,1198,　　應收營業租賃款淨額—關係人,"　　Operating lease receivable due from related parties, net",tifrs-bsci-ci_OperatingLeaseReceivableDueFromRelatedPartiesNet
2020,2,X,個別,一般,資產負債表,119F,　　　應收營業租賃款—關係人,　　　Operating lease receivable due from related parties,tifrs-bsci-ci_OperatingLeaseReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,119G,　　　備抵損失－應收關係人營業租賃款,　　　Allowance for operating lease receivable due from related parties,tifrs-bsci-ci_AllowanceForOperatingLeaseReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1199,　　應收融資租賃款淨額—關係人,"　　Finance lease receivable due from related parties, net",tifrs-bsci-ci_FinanceLeaseReceivableDueFromRelatedPartiesNet
2020,2,X,個別,一般,資產負債表,119H,　　　應收融資租賃款—關係人,　　　Finance lease receivable due from related parties,tifrs-bsci-ci_FinanceLeaseReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,119I,　　　融資租賃之未賺得融資收益—關係人,　　　Unearned finance income on finance lease from related parties,tifrs-bsci-ci_UnearnedFinanceIncomeOnFinanceLeaseFromRelatedParties
2020,2,X,個別,一般,資產負債表,119J,　　　備抵損失－應收關係人融資租賃款,　　　Allowance for finance lease receivable due from related parties,tifrs-bsci-ci_AllowanceForFinanceLeaseReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1200,　　其他應收款,　　Other receivables,ifrs-full_OtherCurrentReceivables
2020,2,X,個別,一般,資產負債表,1201,　　　應收退稅款,　　　Tax refund receivable,ifrs-full_CurrentReceivablesFromTaxesOtherThanIncomeTax
2020,2,X,個別,一般,資產負債表,1202,　　　未收代收款（海陸運輸業適用）,　　　Accrued custodial receipts (for sea/land shipping business),tifrs-bsci-ci_AccruedCustodialReceiptsForSeaLandShippingBusiness
2020,2,X,個別,一般,資產負債表,1203,　　　應收工程保留款,　　　Construction retainage receivable,tifrs-bsci-ci_ConstructionRetainageReceivable
2020,2,X,個別,一般,資產負債表,1204,　　　應收歸墊款,　　　Reimbursement receivable,tifrs-bsci-ci_ReimbursementReceivable
2020,2,X,個別,一般,資產負債表,1205,　　　應收收益,　　　Current Accrued Income,ifrs-full_CurrentAccruedIncome
2020,2,X,個別,一般,資產負債表,1206,　　　其他應收款－其他,"　　　Other non-operating receivables, others",tifrs-bsci-ci_OtherNonoperatingReceivablesOthers
2020,2,X,個別,一般,資產負債表,1209,　　　備抵損失－其他應收款項,"　　　Allowance for uncollectible accounts, other non-operating receivables",tifrs-bsci-ci_AllowanceForUncollectibleAccountsOtherNonoperatingReceivables
2020,2,X,個別,一般,資產負債表,1210,　　其他應收款－關係人,　　Other receivables due from related parties,tifrs-bsci-ci_OtherReceivablesDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1211,　　　應收收益－關係人,　　　Non-operating revenues receivable due from related parties,tifrs-bsci-ci_NonoperatingRevenuesReceivableDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1212,　　　其他應收款－關係人－其他,"　　　Other non-operating receivables due from related parties, others",tifrs-bsci-ci_OtherNonoperatingReceivablesDueFromRelatedPartiesOthers
2020,2,X,個別,一般,資產負債表,1219,　　　備抵損失－其他應收關係人款項,"　　　Allowance for uncollectible accounts, other non-operating receivables due from related parties",tifrs-bsci-ci_AllowanceForUncollectibleAccountsOtherNonoperatingReceivablesDueFromRelatedParties
2020,2,X,個別,一般,資產負債表,1220,　　本期所得稅資產,　　Current tax assets,ifrs-full_CurrentTaxAssets
2020,2,X,個別,一般,資產負債表,1221,　　　應收所得稅退稅款,　　　Income tax refund receivable,tifrs-bsci-ci_IncomeTaxRefundReceivable
2020,2,X,個別,一般,資產負債表,1222,　　　預付所得稅,　　　Prepaid income tax,tifrs-bsci-ci_PrepaidIncomeTax
2020,2,X,個別,一般,資產負債表,130X,　　存貨,　　Current inventories,ifrs-full_Inventories
2020,2,X,個別,一般,資產負債表,1300,　　　存貨－買賣業,"　　　Inventories, merchandising business",tifrs-bsci-ci_InventoriesMerchandisingBusiness
2020,2,X,個別,一般,資產負債表,1301,　　　　商品存貨,　　　　Merchandise inventory,ifrs-full_Merchandise
2020,2,X,個別,一般,資產負債表,1302,　　　　寄銷品,　　　　Goods on consignment,tifrs-bsci-ci_GoodsOnConsignment
2020,2,X,個別,一般,資產負債表,1308,　　　　在途商品,　　　　Goods in transit,tifrs-bsci-ci_GoodsInTransit
2020,2,X,個別,一般,資產負債表,1309,　　　　備抵存貨跌價,　　　　Allowance for inventory valuation losses,tifrs-bsci-ci_AllowanceForInventoryValuationLosses-InventoriesMerchandisingBusiness
2020,2,X,個別,一般,資產負債表,1310,　　　存貨－製造業,"　　　Inventories, manufacturing business",tifrs-bsci-ci_InventoriesManufacturingBusiness
2020,2,X,個別,一般,資產負債表,1311,　　　　製成品,　　　　Current finished goods,ifrs-full_FinishedGoods
2020,2,X,個別,一般,資產負債表,1312,　　　　副產品,　　　　By-products,tifrs-bsci-ci_Byproducts
2020,2,X,個別,一般,資產負債表,1313,　　　　半成品,　　　　Semi-finished goods,tifrs-bsci-ci_SemifinishedGoods
2020,2,X,個別,一般,資產負債表,1314,　　　　在製品,　　　　Current work in progress,ifrs-full_WorkInProgress
2020,2,X,個別,一般,資產負債表,1315,　　　　原料,　　　　Current raw materials,ifrs-full_RawMaterials
2020,2,X,個別,一般,資產負債表,1316,　　　　物料,　　　　Supplies,ifrs-full_ProductionSupplies
2020,2,X,個別,一般,資產負債表,1318,　　　　在途原物料,　　　　Materials and supplies in transit,tifrs-bsci-ci_MaterialsAndSuppliesInTransit
2020,2,X,個別,一般,資產負債表,1319,　　　　備抵存貨跌價,　　　　Allowance for inventory valuation losses,tifrs-bsci-ci_AllowanceForInventoryValuationLosses-InventoriesManufacturingBusiness
2020,2,X,個別,一般,資產負債表,1320,　　　存貨（建設業適用）,　　　Inventories (for construction business),ifrs-full_PropertyIntendedForSaleInOrdinaryCourseOfBusiness
2020,2,X,個別,一般,資產負債表,1321,　　　　待售房地,　　　　Buildings and land held for sale,tifrs-bsci-ci_BuildingsAndLandHeldForSale
2020,2,X,個別,一般,資產負債表,1322,　　　　待售車位,　　　　Parking space held for sale,tifrs-bsci-ci_ParkingSpaceHeldForSale
2020,2,X,個別,一般,資產負債表,1323,　　　　營建用地,　　　　Land held for construction site,tifrs-bsci-ci_LandHeldForConstructionSite
2020,2,X,個別,一般,資產負債表,1324,　　　　在建房地,　　　　Construction in progress,tifrs-bsci-ci_ConstructionInProgress
2020,2,X,個別,一般,資產負債表,1325,　　　　預付土地款,　　　　Prepayment for land purchases,tifrs-bsci-ci_PrepaymentForLandPurchases
2020,2,X,個別,一般,資產負債表,1326,　　　　材料－庫存材料,"　　　　Materials, materials in stock",tifrs-bsci-ci_MaterialsMaterialsInStock
2020,2,X,個別,一般,資產負債表,1328,　　　　在途材料,　　　　Materials in transit,tifrs-bsci-ci_MaterialsInTransit
2020,2,X,個別,一般,資產負債表,1329,　　　　備抵存貨跌價,　　　　Allowance for inventory valuation losses,tifrs-bsci-ci_AllowanceForInventoryValuationLosses-InventoriesForConstructionBusiness
2020,2,X,個別,一般,資產負債表,1330,　　　存貨－其他行業,"　　　Inventories, other businesses",tifrs-bsci-ci_InventoriesOtherBusinesses
2020,2,X,個別,一般,資產負債表,1331,　　　　油料,　　　　Fuels/Oils,ifrs-full_CurrentFuel
2020,2,X,個別,一般,資產負債表,1332,　　　　物料,　　　　Supplies,tifrs-bsci-ci_Supplies-InventoriesOtherBusinesses
2020,2,X,個別,一般,資產負債表,1333,　　　　餐飲用品（餐飲業）,　　　　Restaurant supplies (for restaurant business),ifrs-full_CurrentFoodAndBeverage
2020,2,X,個別,一般,資產負債表,1338,　　　　其他存貨,　　　　Other current inventories,ifrs-full_OtherInventories
2020,2,X,個別,一般,資產負債表,1339,　　　　備抵存貨跌價,　　　　Allowance for inventory valuation losses,tifrs-bsci-ci_AllowanceForInventoryValuationLosses-InventoriesOtherBusinesses
2020,2,X,個別,一般,資產負債表,1340,　　　農業產品,　　　Agricultural produce,ifrs-full_CurrentAgriculturalProduce
2020,2,X,個別,一般,資產負債表,1350,　　　在建工程（營造業適用）,　　　Construction in progress (for construction contracting business),tifrs-bsci-ci_ConstructionInProgressForConstructionContractingBusiness
2020,2,X,個別,一般,資產負債表,1351,　　　　在建材料,　　　　Material used in construction,tifrs-bsci-ci_MaterialUsedInConstruction
2020,2,X,個別,一般,資產負債表,1352,　　　　在建工料,　　　　Subcontracts used in construction,tifrs-bsci-ci_SubcontractsUsedInConstruction
2020,2,X,個別,一般,資產負債表,1353,　　　　在建人工,　　　　Labor used in construction,tifrs-bsci-ci_LaborUsedInConstruction
2020,2,X,個別,一般,資產負債表,1354,　　　　在建費用,　　　　Overhead used in construction,tifrs-bsci-ci_OverheadUsedInConstruction
2020,2,X,個別,一般,資產負債表,1355,　　　　待分攤在建費用,　　　　Construction overhead to be allocated,tifrs-bsci-ci_ConstructionOverheadToBeAllocated
2020,2,X,個別,一般,資產負債表,1356,　　　　在建工程－利息資本化,"　　　　Construction in progress, capitalized interest payments",tifrs-bsci-ci_ConstructionInProgressCapitalizedInterestPayments
2020,2,X,個別,一般,資產負債表,1357,　　　　在建工程－工程損益,"　　　　Construction in progress, construction income or loss",tifrs-bsci-ci_ConstructionInProgressConstructionIncomeOrLoss
2020,2,X,個別,一般,資產負債表,1400,　　生物資產－流動,　　Current biological assets,ifrs-full_CurrentBiologicalAssets
2020,2,X,個別,一般,資產負債表,1401,　　　消耗性生物資產－流動,　　　Current consumable biological assets,tifrs-bsci-ci_CurrentConsumableiologicalAssets
2020,2,X,個別,一般,資產負債表,1402,　　　消耗性生物資產－累計折舊－流動,"　　　Accumulated depreciation, current consumable biological assets",tifrs-bsci-ci_AccumulatedDepreciationCurrentConsumableBiologicalAssets
2020,2,X,個別,一般,資產負債表,1403,　　　消耗性生物資產－累計減損－流動,"　　　Accumulated impairment, current consumable biological assets",tifrs-bsci-ci_AccumulatedImpairmentCurrentConsumableBiologicalAssets
2020,2,X,個別,一般,資產負債表,1404,　　　消耗性生物資產公允價值減出售成本累計變動數－流動,　　　Cumulative change in fair value less costs to sell of current consumable biological assets,tifrs-bsci-ci_CumulativeChangeInFairValueLessCostsToSellOfCurrentConsumableBiologicalAssets
2020,2,X,個別,一般,資產負債表,1405,　　　生產性生物資產－流動,　　　Current bearer biological assets,tifrs-bsci-ci_CurrentBeareriologicalAssets
2020,2,X,個別,一般,資產負債表,1406,　　　生產性生物資產－累計折舊－流動,"　　　Accumulated depreciation, current bearer biological assets",tifrs-bsci-ci_AccumulatedDepreciationCurrentBearerBiologicalAssets
2020,2,X,個別,一般,資產負債表,1407,　　　生產性生物資產－累計減損－流動,"　　　Accumulated impairment, current bearer biological assets",tifrs-bsci-ci_AccumulatedImpairmentCurrentBearerBiologicalAssets
2020,2,X,個別,一般,資產負債表,1408,　　　生產性生物資產公允價值減出售成本累計變動數－流動,　　　Cumulative change in fair value less costs to sell of current bearer biological assets,tifrs-bsci-ci_CumulativeChangeInFairValueLessCostsToSellOfCurrentBearerBiologicalAssets
2020,2,X,個別,一般,資產負債表,1410,　　預付款項,　　Prepayments,ifrs-full_CurrentPrepayments
2020,2,X,個別,一般,資產負債表,1411,　　　預付薪資,　　　Advance wages and salaries,tifrs-bsci-ci_AdvanceWagesAndSalaries
2020,2,X,個別,一般,資產負債表,1412,　　　預付租金,　　　Prepaid rents,tifrs-bsci-ci_PrepaidRents
2020,2,X,個別,一般,資產負債表,1413,　　　船長週轉金（海陸運輸業適用）,Captain&#039;s advances (for sea/land shipping business),tifrs-bsci-ci_CaptainsAdvancesForSeaLandShippingBusiness
2020,2,X,個別,一般,資產負債表,1414,　　　預付保險費,　　　Prepaid insurance premiums,tifrs-bsci-ci_PrepaidInsurancePremiums
2020,2,X,個別,一般,資產負債表,1415,　　　用品盤存,　　　Office supplies,tifrs-bsci-ci_OfficeSupplies
2020,2,X,個別,一般,資產負債表,1416,　　　淨確定福利資產-流動,"　　　Net defined benefit asset, current",ifrs-full_CurrentRecognisedAssetsDefinedBenefitPlan
2020,2,X,個別,一般,資產負債表,1419,　　　其他預付費用,　　　Other prepaid expenses,tifrs-bsci-ci_OtherPrepaidExpenses
2020,2,X,個別,一般,資產負債表,1421,　　　預付貨款,　　　Prepayments to suppliers,ifrs-full_CurrentAdvancesToSuppliers
2020,2,X,個別,一般,資產負債表,1422,　　　預付投資款,　　　Current prepayments for investments,tifrs-bsci-ci_CurrentPrepaymentsForInvestments
2020,2,X,個別,一般,資產負債表,1423,　　　進項稅額,　　　Business tax paid (or Input VAT),tifrs-bsci-ci_BusinessTaxPaidOrInputVAT
2020,2,X,個別,一般,資產負債表,1424,　　　留抵稅額,　　　Excess business tax paid (or Net Input VAT),tifrs-bsci-ci_ExcessBusinessTaxPaidOrNetInputVAT
2020,2,X,個別,一般,資產負債表,1429,　　　其他預付款,　　　Other prepayments,tifrs-bsci-ci_OtherPrepayments
2020,2,X,個別,一般,資產負債表,1450,　　待分配予業主之非流動資產（或處分群組）淨額,　　Non-current assets or disposal groups classified as held for distribution to owners,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners
2020,2,X,個別,一般,資產負債表,1451,　　　待分配予業主之非流動資產（或處分群組）,　　　Non-current assets or disposal groups classified as held for distribution to owners,tifrs-bsci-ci_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners-NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners
2020,2,X,個別,一般,資產負債表,1452,　　　累計減損－待分配予業主之非流動資產（或處分群組）,"　　　Accumulated impairment, non-current assets or disposal groups classified as held for distribution to owners",tifrs-bsci-ci_AccumulatedImpairmentNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners
2020,2,X,個別,一般,資產負債表,1460,　　待出售非流動資產(或處分群組)淨額,"　　Non-current assets or disposal groups classified as held for sale, net",ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale
2020,2,X,個別,一般,資產負債表,1461,　　　待出售非流動資產(或處分群組),　　　Non-current assets or disposal groups classified as held for sale,tifrs-bsci-ci_NoncurrentAssetsClassifiedAsHeldForSale
2020,2,X,個別,一般,資產負債表,1462,　　　累計減損-待出售非流動資產(或處分群組),"　　　Accumulated impairment, non-current assets or disposal groups classified as held for sale",tifrs-bsci-ci_AccumulatedImpairmentNoncurrentAssetsClassifiedAsHeldForSale
2020,2,X,個別,一般,資產負債表,1470,　　其他流動資產,　　Other current assets,ifrs-full_OtherCurrentAssets
2020,2,X,個別,一般,資產負債表,1471,　　　暫付款,　　　Temporary debits,tifrs-bsci-ci_TemporaryDebits
2020,2,X,個別,一般,資產負債表,1472,　　　代付款,　　　Payment on behalf of others,tifrs-bsci-ci_PaymentOnBehalfOfOthers
2020,2,X,個別,一般,資產負債表,1473,　　　員工（船員）借支,　　　Advances to employees (ship crew),tifrs-bsci-ci_AdvancesToEmployeesShipCrew
2020,2,X,個別,一般,資產負債表,1475,　　　代理店往來（海陸運輸業適用）,　　　Agency current-debit (for sea/land shipping business),tifrs-bsci-ci_AgencyCurrentdebitForSeaLandShippingBusiness
2020,2,X,個別,一般,資產負債表,1476,　　　其他金融資產－流動,　　　Other current financial assets,ifrs-full_OtherCurrentFinancialAssets
2020,2,X,個別,一般,資產負債表,1478,　　　工程存出保證金,　　　Construction deposits paid,tifrs-bsci-ci_ConstructionDepositsPaid
2020,2,X,個別,一般,資產負債表,1479,　　　其他流動資產－其他,"　　　Other current assets, others",tifrs-bsci-ci_OtherCurrentAssetsOthers
2020,2,X,個別,一般,資產負債表,1480,　　　取得合約之增額成本－流動,　　　Current assets recognised as incremental costs to obtain contract with customers,tifrs-bsci-ci_CurrentAssetsRecognisedAsIncrementalCostsToObtainContractWithCustomers
